#Organism/Name	TaxID	BioProject Accession	BioProject ID	Group	SubGroup	Size (Mb)	GC%	Chromosomes/RefSeq	Chromosomes/INSDC	Plasmids/RefSeq	Plasmids/INSDC	WGS	Scaffolds	Genes	Proteins	Release Date	Modify Date	Status	Center	BioSample Accession	Assembly Accession	Reference	superkingdom	phylum	class	order	family	genus	species
Emticicia oligotrophica DSM 17448	929562	PRJNA60431	60431	Bacteroidetes/Chlorobi group	Bacteroidetes	5.22036	35.5843	NC_018748.1	CP002961.1	NC_018749.1,NC_018743.1,NC_018742.1,NC_018745.1,NC_018744.1	CP002963.1,CP002964.1,CP002962.1,CP002966.1,CP002965.1	-	6	4365	4267	2012/05/17	2013/07/17	Complete	DOE Joint Genome Institute	SAMN02232019	GCA_000263195.1	REPR	Bacteria	Bacteroidetes	Cytophagia	Cytophagales	Cytophagaceae	Emticicia	Emticicia oligotrophica
Butyrivibrio proteoclasticus B316	515622	PRJNA29153	29153	Firmicutes	Clostridia	4.40489	39.999	NC_014388.1,NC_014387.1	CP001811.1,CP001810.1	NC_014390.1,NC_014389.1	CP001813.1,CP001812.1	-	4	3881	3811	2010/08/10	2014/01/30	Complete	AgResearch	SAMN02602973	GCA_000145035.1	REPR	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Butyrivibrio	Butyrivibrio proteoclasticus
Catenulispora acidiphila DSM 44928	479433	PRJNA21085	21085	Actinobacteria	Actinobacteria	10.4678	69.8	NC_013131.1	CP001700.1	-	-	-	1	9126	8913	2009/08/21	2014/01/28	Complete	US DOE Joint Genome Institute (JGI-PGF)	SAMN02598445	GCA_000024025.1	REPR	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Catenulisporaceae	Catenulispora	Catenulispora acidiphila
Bartonella grahamii as4aup	634504	PRJNA34873	34873	Proteobacteria	Alphaproteobacteria	2.36952	38.0798	NC_012846.1	CP001562.1	NC_012847.1	CP001563.1	-	2	2053	1768	2009/06/19	2014/01/30	Complete	Dept. of Molecular Evolution, Uppsala University	SAMN02603206	GCA_000022725.1	REPR	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Bartonellaceae	Bartonella	Bartonella grahamii
Candidatus Blochmannia pennsylvanicus str. BPEN	291272	PRJNA13875	13875	Proteobacteria	Gammaproteobacteria	0.791654	29.6	NC_007292.1	CP000016.1	-	-	-	1	658	610	2005/08/04	2013/06/10	Complete	Josephine Bay Paul Center	SAMN02603465	GCA_000011745.1	REPR	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Candidatus Blochmannia	Candidatus Blochmannia pennsylvanicus
Desulfosporosinus acidiphilus SJ4	646529	PRJNA61821	61821	Firmicutes	Clostridia	4.99118	42.0694	NC_018068.1	CP003639.1	NC_018067.1,NC_018066.1	CP003641.1,CP003640.1	-	3	4787	4505	2012/06/15	2013/07/17	Complete	DOE Joint Genome Institute	SAMN02232014	GCA_000255115.3	REPR	Bacteria	Firmicutes	Clostridia	Clostridiales	Peptococcaceae	Desulfosporosinus	Desulfosporosinus acidiphilus
Owenweeksia hongkongensis DSM 17368	926562	PRJNA65297	65297	Bacteroidetes/Chlorobi group	Bacteroidetes	4.00006	40.2	NC_016599.1	CP003156.1	-	-	-	1	3563	3485	2011/12/05	2013/07/22	Complete	JGI	SAMN02261417	GCA_000236705.1	REPR	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Cryomorphaceae	Owenweeksia	Owenweeksia hongkongensis
Marivirga tractuosa DSM 4126	643867	PRJNA37901	37901	Bacteroidetes/Chlorobi group	Bacteroidetes	4.51649	35.5046	NC_014759.1	CP002349.1	NC_014750.1	CP002350.1	-	2	3857	3757	2010/11/30	2013/07/06	Complete	US DOE Joint Genome Institute (JGI-PGF)	SRS139738	GCA_000183425.1	REPR	Bacteria	Bacteroidetes	Cytophagia	Cytophagales	Flammeovirgaceae	Marivirga	Marivirga tractuosa
Geobacillus kaustophilus HTA426	235909	PRJNA13233	13233	Firmicutes	Bacilli	3.59267	51.9947	NC_006510.1	BA000043.1	NC_006509.1	AP006520.1	-	2	3653	3539	2004/12/04	2013/05/23	Complete	JAMSTEC	-	GCA_000009785.1	REPR	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Geobacillus	Geobacillus kaustophilus
Rickettsia rhipicephali str. 3-7-female6-CWPP	1105113	PRJNA75041	75041	Proteobacteria	Alphaproteobacteria	1.30547	32.3884	NC_017042.1	CP003342.1	NC_017055.1	CP003343.1	-	2	1302	1266	2012/03/01	2013/10/17	Complete	Los Alamos National Laboratory	SAMN02603560	GCA_000284075.1	REPR	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Rickettsiaceae	Rickettsia	Rickettsia rhipicephali
Nonlabens dokdonensis DSW-6	592029	PRJNA33015	33015	Bacteroidetes/Chlorobi group	Bacteroidetes	3.91463	35.3	NC_020156.1	CP001397.1	-	-	-	1	3666	3618	2013/01/18	2013/06/11	Complete	Korea Research Institute of Bioscience and Biotechnology	SAMN02603479	GCA_000332115.1	REPR	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Nonlabens	Nonlabens dokdonensis
Clostridium acidurici 9a	1128398	PRJNA79221	79221	Firmicutes	Clostridia	3.10825	29.899	NC_018664.1	CP003326.1	NC_018657.1	CP003327.1	-	2	2960	2842	2012/09/27	2014/01/30	Complete	Georg-August-University Goettingen, Genomic and Applied Microbiology, Goettingen Genomics Laboratory	SAMN02603272	GCA_000299355.1	REPR	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium	Clostridium acidurici
Mycobacterium kansasii ATCC 12478	557599	PRJNA30907	30907	Actinobacteria	Actinobacteria	6.57723	66.1912	NC_022663.1	CP006835.1	NC_022654.1	CP006836.1	-	2	5928	5866	2013/11/01	2013/11/08	Complete	McGill University	SAMN02603596	GCA_000157895.2	REPR	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Mycobacteriaceae	Mycobacterium	Mycobacterium kansasii
Borrelia garinii BgVir	1081646	PRJNA72847	72847	Spirochaetes	Spirochaetia	0.993811	28.2333	NC_017717.1	CP003151.1	NC_017804.1,NC_017725.1	CP003202.1,CP003201.1	-	3	995	956	2011/12/22	2013/06/08	Complete	Institute of Chemical Biology and Fundamental Medicine SB RAS	SAMN02603389	GCA_000239475.1	REPR	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Spirochaetaceae	Borrelia	Borrelia garinii
Deinococcus deserti VCD115	546414	PRJNA16691	16691	Deinococcus-Thermus	Deinococci	3.85533	62.9751	NC_012526.1	CP001114.1	NC_012529.1,NC_012528.1,NC_012527.1	CP001116.1,CP001117.1,CP001115.1	-	4	3519	3459	2009/04/02	2014/01/30	Complete	Genoscope	SAMN02603250	GCA_000020685.1	REPR	Bacteria	Deinococcus-Thermus	Deinococci	Deinococcales	Deinococcaceae	Deinococcus	Deinococcus deserti
Agrobacterium fabrum str. C58	176299	PRJNA283	283	Proteobacteria	Alphaproteobacteria	5.67426	59.0606	NC_003063.2,NC_003062.2	AE007870.2,AE007869.2	NC_003065.3,NC_003064.2	AE007871.2,AE007872.2	-	4	5459	5355	2001/08/14	2014/01/30	Complete	Cereon	SAMN02603108	GCA_000092025.1	REFR	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiaceae	Agrobacterium	Agrobacterium fabrum
Sebaldella termitidis ATCC 33386	526218	PRJNA29539	29539	Fusobacteria	Fusobacteriia	4.48665	33.4235	NC_013517.1	CP001739.1	NC_013519.1,NC_013518.1	CP001741.1,CP001740.1	-	3	4266	4150	2009/11/18	2014/01/28	Complete	US DOE Joint Genome Institute (JGI-PGF)	SAMN02598468	GCA_000024405.1	REPR	Bacteria	Fusobacteria	Fusobacteriia	Fusobacteriales	Leptotrichiaceae	Sebaldella	Sebaldella termitidis
Bacteroides vulgatus ATCC 8482	435590	PRJNA13378	13378	Bacteroidetes/Chlorobi group	Bacteroidetes	5.16319	42.2	NC_009614.1	CP000139.1	-	-	-	1	4184	4066	2007/06/27	2013/06/10	Complete	Washington University (WashU)	SAMN02604309	GCA_000012825.1	REPR	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides vulgatus
Mycobacterium tuberculosis CAS/NITR204	1310114	PRJNA193386	193386	Actinobacteria	Actinobacteria	4.39288	65.6	NC_021193.1	CP005386.1	-	-	-	1	4007	3959	2013/05/08	2013/08/28	Complete	National Institute of Tuberculosis Research, Chennai, India	SAMN02603652	GCA_000389925.1	-	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Mycobacteriaceae	Mycobacterium	Mycobacterium tuberculosis
Pleurocapsa sp. PCC 7327	118163	PRJNA158829	158829	Cyanobacteria	Pleurocapsales	4.98682	45.2	NC_019689.1	CP003590.1	-	-	-	1	4665	4268	2012/12/05	2013/07/22	Complete	JGI	SAMN02261346	GCA_000317025.1	REPR	Bacteria	Cyanobacteria	NA	Pleurocapsales	NA	Pleurocapsa	Pleurocapsa minor
Kineococcus radiotolerans SRS30216 = ATCC BAA-149	266940	PRJNA10689	10689	Actinobacteria	Actinobacteria	4.95667	74.2104	NC_009664.2	CP000750.2	NC_009806.1,NC_009660.1	CP000751.1,CP000752.1	-	3	4778	4681	2007/07/10	2014/01/28	Complete	US DOE Joint Genome Institute	SAMN02598259	GCA_000017305.1	REPR	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Kineosporiaceae	Kineococcus	Kineococcus radiotolerans
Ochrobactrum anthropi ATCC 49188	439375	PRJNA19485	19485	Proteobacteria	Alphaproteobacteria	5.20578	56.1453	NC_009667.1,NC_009668.1	CP000758.1,CP000759.1	NC_009669.1,NC_009670.1,NC_009671.1,NC_009672.1	CP000760.1,CP000761.1,CP000762.1,CP000763.1	-	6	4932	4799	2007/07/12	2014/01/28	Complete	US DOE Joint Genome Institute	SAMN02598421	GCA_000017405.1	REPR	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Brucellaceae	Ochrobactrum	Ochrobactrum anthropi
Thermoanaerobacter italicus Ab9	580331	PRJNA33157	33157	Firmicutes	Clostridia	2.45106	34.1	NC_013921.1	CP001936.1	-	-	-	1	2479	2270	2010/02/24	2014/01/28	Complete	US DOE Joint Genome Institute (JGI-PGF)	SAMN02598495	GCA_000025645.1	REPR	Bacteria	Firmicutes	Clostridia	Thermoanaerobacterales	Thermoanaerobacteraceae	Thermoanaerobacter	Thermoanaerobacter italicus
Bartonella australis Aust/NH1	1094489	PRJNA73943	73943	Proteobacteria	Alphaproteobacteria	1.59649	41.8	NC_020300.1	CP003123.1	-	-	-	1	1313	1264	2013/02/20	2013/06/11	Complete	Uppsala University	SAMN02604270	GCA_000341355.1	REPR	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Bartonellaceae	Bartonella	Bartonella australis
Flavobacterium psychrophilum JIP02/86	402612	PRJNA19979	19979	Bacteroidetes/Chlorobi group	Bacteroidetes	2.86038	32.5	NC_009613.3	AM398681.2	-	-	-	1	2556	2446	2007/06/25	2013/07/22	Complete	I.N.R.A., FRANCE	-	GCA_000064305.2	REFR	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Flavobacterium	Flavobacterium psychrophilum
Desulfobacca acetoxidans DSM 11109	880072	PRJNA51777	51777	Proteobacteria	delta/epsilon subdivisions	3.28254	52.9	NC_015388.1	CP002629.1	-	-	-	1	3022	2866	2011/04/07	2013/07/06	Complete	US DOE Joint Genome Institute (JGI-PGF)	SAMN00713603	GCA_000195295.1	REPR	Bacteria	Proteobacteria	Deltaproteobacteria	Syntrophobacterales	Syntrophaceae	Desulfobacca	Desulfobacca acetoxidans
Oceanobacillus iheyensis HTE831	221109	PRJNA284	284	Firmicutes	Bacilli	3.63053	35.7	NC_004193.1	BA000028.3	-	-	-	1	3593	3500	2002/09/18	2013/06/10	Complete	JAMSTEC	-	GCA_000011245.1	REPR	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Oceanobacillus	Oceanobacillus iheyensis
Prevotella melaninogenica ATCC 25845	553174	PRJNA31383	31383	Bacteroidetes/Chlorobi group	Bacteroidetes	3.16828	40.9866	NC_014371.1,NC_014370.1	CP002123.1,CP002122.1	-	-	-	2	2401	2296	2010/08/04	2013/12/11	Complete	J. Craig Venter Institute	SAMN00001916	GCA_000144405.1	REPR	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella	Prevotella melaninogenica
Ureaplasma urealyticum serovar 10 str. ATCC 33699	565575	PRJNA20247	20247	Tenericutes	Mollicutes	0.874478	25.8	NC_011374.1	CP001184.1	-	-	-	1	695	646	2008/10/16	2013/06/10	Complete	J. Craig Venter Institute	SAMN02603440	GCA_000021265.1	REPR	Bacteria	Tenericutes	Mollicutes	Mycoplasmatales	Mycoplasmataceae	Ureaplasma	Ureaplasma urealyticum
Streptococcus lutetiensis 033	1076934	PRJNA72209	72209	Firmicutes	Bacilli	1.97555	37.7	NC_021900.1	CP003025.1	-	-	-	1	2007	1881	2013/07/26	2014/01/30	Complete	Chinese Center for Disease Control and Prevention	SAMN02603123	GCA_000441535.1	REPR	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus lutetiensis
Jonesia denitrificans DSM 20603	471856	PRJNA20833	20833	Actinobacteria	Actinobacteria	2.74965	58.4	NC_013174.1	CP001706.1	-	-	-	1	2638	2511	2009/08/27	2014/01/28	Complete	US DOE Joint Genome Institute (JGI-PGF)	SAMN02598439	GCA_000024065.1	REPR	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Jonesiaceae	Jonesia	Jonesia denitrificans
Enterobacter cloacae subsp. cloacae NCTC 9394	718254	PRJNA45967	45967	Proteobacteria	Gammaproteobacteria	4.90876	55.2	NC_021046.1	FP929040.1	-	-	-	1	3793	3721	2010/03/25	2013/08/28	Complete	metaHIT	-	GCA_000210775.1	-	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Enterobacter	Enterobacter cloacae
Desulfurivibrio alkaliphilus AHT2	589865	PRJNA33629	33629	Proteobacteria	delta/epsilon subdivisions	3.09776	60.3	NC_014216.1	CP001940.1	-	-	-	1	2729	2620	2010/05/27	2014/01/28	Complete	US DOE Joint Genome Institute (JGI-PGF)	SAMN02598502	GCA_000092205.1	REPR	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfobacterales	Desulfobulbaceae	Desulfurivibrio	Desulfurivibrio alkaliphilus
Sulfurimonas denitrificans DSM 1251	326298	PRJNA13019	13019	Proteobacteria	delta/epsilon subdivisions	2.20156	34.5	NC_007575.1	CP000153.1	-	-	-	1	2163	2096	2005/11/01	2014/01/28	Complete	US DOE Joint Genome Institute (JGI-PGF)	SAMN02598289	GCA_000012965.1	REPR	Bacteria	Proteobacteria	Epsilonproteobacteria	Campylobacterales	Helicobacteraceae	Sulfurimonas	Sulfurimonas denitrificans
Buchnera aphidicola str. LL01 (Acyrthosiphon pisum)	713603	PRJNA43505	43505	Proteobacteria	Gammaproteobacteria	0.641799	26.3	NC_017255.1	CP002300.1	-	-	-	1	612	577	2010/11/04	2013/06/11	Complete	University of York	SAMN02604265	GCA_000183225.1	-	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Buchnera	Buchnera aphidicola
Nautilia profundicola AmH	598659	PRJNA32573	32573	Proteobacteria	delta/epsilon subdivisions	1.67644	33.5	NC_012115.1	CP001279.1	-	-	-	1	1796	1730	2009/02/13	2013/06/10	Complete	J Craig Venter Institute	SAMN02603431	GCA_000021725.1	REPR	Bacteria	Proteobacteria	Epsilonproteobacteria	Nautiliales	Nautiliaceae	Nautilia	Nautilia profundicola
Enterobacter asburiae LF7a	640513	PRJNA41509	41509	Proteobacteria	Gammaproteobacteria	5.01213	53.8376	NC_015968.1	CP003026.1	NC_015963.1,NC_015969.1	CP003027.1,CP003028.1	-	3	4805	4612	2011/08/30	2013/07/17	Complete	DOE Joint Genome Institute	SAMN02232020	GCA_000224675.1	REPR	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Enterobacter	Enterobacter asburiae
Roseobacter denitrificans OCh 114	375451	PRJNA16426	16426	Proteobacteria	Alphaproteobacteria	4.33123	58.9096	NC_008209.1	CP000362.1	NC_008386.1,NC_008387.1,NC_008388.1,NC_008389.1	CP000464.1,CP000465.1,CP000466.1,CP000467.1	-	5	4191	4129	2006/06/22	2014/01/30	Complete	Arizona State University/TGen	SAMN02602987	GCA_000014045.1	REPR	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Roseobacter	Roseobacter denitrificans
Bacillus cytotoxicus NVH 391-98	315749	PRJNA13624	13624	Firmicutes	Bacilli	4.09416	35.8902	NC_009674.1	CP000764.1	NC_009673.1	CP000765.1	-	2	4176	3844	2007/07/17	2014/01/28	Complete	US DOE Joint Genome Institute	SAMN02598310	GCA_000017425.1	REPR	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus cytotoxicus
Geobacter sulfurreducens KN400	663917	PRJNA39745	39745	Proteobacteria	delta/epsilon subdivisions	3.71427	61	NC_017454.1	CP002031.1	-	-	-	1	3647	3322	2010/06/17	2013/08/27	Complete	University of Massachusetts, Amherst	SAMN02604215	GCA_000210155.1	-	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfuromonadales	Geobacteraceae	Geobacter	Geobacter sulfurreducens
Parvibaculum lavamentivorans DS-1	402881	PRJNA17639	17639	Proteobacteria	Alphaproteobacteria	3.91474	62.3	NC_009719.1	CP000774.1	-	-	-	1	3707	3636	2007/07/30	2013/12/11	Complete	US DOE Joint Genome Institute (JGI-PGF)	SAMN00623055	GCA_000017565.1	REPR	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhodobiaceae	Parvibaculum	Parvibaculum lavamentivorans
Thermodesulfatator indicus DSM 15286	667014	PRJNA40057	40057	Thermodesulfobacteria	Thermodesulfobacteria	2.32222	42.4	NC_015681.1	CP002683.1	-	-	-	1	2291	2195	2011/06/10	2013/07/17	Complete	US DOE Joint Genome Institute (JGI-PGF)	SAMN02232057	GCA_000217795.1	REPR	Bacteria	Thermodesulfobacteria	Thermodesulfobacteria	Thermodesulfobacteriales	Thermodesulfobacteriaceae	Thermodesulfatator	Thermodesulfatator indicus
Caldisericum exile AZM16c01	511051	PRJNA41615	41615	Caldiserica	Caldisericia	1.5581	35.4	NC_017096.1	AP012051.1	-	-	-	1	1633	1581	2012/03/29	2013/07/06	Complete	National Institute of Technology and Evaluation	-	GCA_000284335.1	REPR	Bacteria	Caldiserica	Caldisericia	Caldisericales	Caldisericaceae	Caldisericum	Caldisericum exile
Novosphingobium aromaticivorans DSM 12444	279238	PRJNA204	204	Proteobacteria	Alphaproteobacteria	4.23331	65.1542	NC_007794.1	CP000248.1	NC_009426.1,NC_009427.1	CP000676.1,CP000677.1	-	3	4030	3937	2006/02/10	2014/01/28	Complete	US DOE Joint Genome Institute	SAMN02598432	GCA_000013325.1	REPR	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Novosphingobium	Novosphingobium aromaticivorans
Candidatus Chloracidobacterium thermophilum B	981222	PRJNA62457	62457	Fibrobacteres/Acidobacteria group	Acidobacteria	3.69537	61.3452	NC_016024.1,NC_016025.1	CP002514.1,CP002515.1	-	-	-	2	3109	3053	2011/09/23	2013/06/11	Complete	The Pennsylvania State University	SAMN02603950	GCA_000226295.1	REPR	Bacteria	Acidobacteria	NA	NA	NA	Candidatus Chloracidobacterium	Candidatus Chloracidobacterium thermophilum
Flexibacter litoralis DSM 6794	880071	PRJNA51775	51775	Bacteroidetes/Chlorobi group	Bacteroidetes	4.91934	30.7	NC_018018.1	CP003345.1	-	-	-	1	4090	3878	2012/06/11	2013/07/22	Complete	JGI	SAMN02261370	GCA_000265505.1	REPR	Bacteria	Bacteroidetes	Cytophagia	Cytophagales	Cytophagaceae	Flexibacter	Flexibacter litoralis
Campylobacter jejuni subsp. jejuni ICDCCJ07001	757425	PRJNA47949	47949	Proteobacteria	delta/epsilon subdivisions	1.70892	30.551	NC_014802.1	CP002029.1	NC_014801.1	CP002030.1	-	2	1671	1534	2010/12/14	2014/01/30	Complete	Dept. of  Diagnosis for Infectious Disease	SAMN02603201	GCA_000184085.1	-	Bacteria	Proteobacteria	Epsilonproteobacteria	Campylobacterales	Campylobacteraceae	Campylobacter	Campylobacter jejuni
Alicycliphilus denitrificans BC	596153	PRJNA41663	41663	Proteobacteria	Betaproteobacteria	4.83571	67.9887	NC_014910.1	CP002449.1	NC_014908.1,NC_014911.1	CP002450.1,CP002451.1	-	3	4709	4542	2011/01/07	2013/07/06	Complete	US DOE Joint Genome Institute (JGI-PGF)	SRS084358	GCA_000179015.2	REPR	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae	Alicycliphilus	Alicycliphilus denitrificans
Adlercreutzia equolifaciens DSM 19450	1384484	PRJDB1443	219074	Actinobacteria	Actinobacteria	2.86253	63.5	NC_022567.1	AP013105.1	-	-	-	1	2335	2281	2013/08/17	2013/10/22	Complete	Azabu University	-	GCA_000478885.1	REPR	Bacteria	Actinobacteria	Actinobacteria	Coriobacteriales	Coriobacteriaceae	Adlercreutzia	Adlercreutzia equolifaciens
Helicobacter cetorum MIT 00-7128	182217	PRJNA97501	97501	Proteobacteria	delta/epsilon subdivisions	1.96011	34.5	NC_017737.1	CP003479.1	NC_017738.1	CP003480.1	-	2	1775	1731	2012/04/19	2014/01/30	Complete	Dept. Molec. Microbiology, Washington University Medical School in Saint Louis	SAMN02603199	GCA_000259255.1	-	Bacteria	Proteobacteria	Epsilonproteobacteria	Campylobacterales	Helicobacteraceae	Helicobacter	Helicobacter cetorum
Methylobacterium nodulans ORS 2060	460265	PRJNA20477	20477	Proteobacteria	Alphaproteobacteria	8.83902	68.485	NC_011894.1	CP001349.1	NC_011888.1,NC_011889.1,NC_011892.1,NC_011893.1,NC_011887.1,NC_011895.1,NC_011890.1	CP001354.1,CP001355.1,CP001350.1,CP001352.1,CP001351.1,CP001353.1,CP001356.1	-	8	8906	8308	2009/01/12	2013/12/11	Complete	US DOE Joint Genome Institute (JGI-PGF)	SAMN00000043	GCA_000022085.1	REPR	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Methylobacteriaceae	Methylobacterium	Methylobacterium nodulans
Shigella sonnei Ss046	300269	PRJNA13151	13151	Proteobacteria	Gammaproteobacteria	5.05532	50.7587	NC_007384.1	CP000038.1	NC_009346.1,NC_009347.1,NC_009345.1,NC_007385.1	CP000642.1,CP000643.1,CP000641.1,CP000039.1	-	5	4800	4466	2005/08/29	2013/06/27	Complete	Microbial Genome Center of ChMPH	SAMN02603602	GCA_000092525.1	REPR	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Shigella	Shigella sonnei
Bartonella vinsonii subsp. berkhoffii str. Winnie	1094497	PRJNA73951	73951	Proteobacteria	Alphaproteobacteria	1.8027	38.8	NC_020301.1	CP003124.1	-	-	-	1	1484	1434	2013/02/20	2013/06/11	Complete	Uppsala University	SAMN02604271	GCA_000341385.1	REPR	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Bartonellaceae	Bartonella	Bartonella vinsonii
Citrobacter koseri ATCC BAA-895	290338	PRJNA12716	12716	Proteobacteria	Gammaproteobacteria	4.73536	53.7998	NC_009792.1	CP000822.1	NC_009794.1,NC_009793.1	CP000824.1,CP000823.1	-	3	5151	5006	2007/09/11	2013/06/07	Complete	The Citrobacter koseri Genome Sequencing Project	SAMN02603912	GCA_000018045.1	REPR	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Citrobacter	Citrobacter koseri
Helicobacter cinaedi PAGU611	1172562	PRJDB88	159977	Proteobacteria	delta/epsilon subdivisions	2.1014	38.5221	NC_017761.1	AP012344.1	NC_017762.1	AP012345.1	-	2	2170	2125	2012/04/20	2013/06/08	Complete	Kazusa DNA Research Institute	-	GCA_000284635.1	REPR	Bacteria	Proteobacteria	Epsilonproteobacteria	Campylobacterales	Helicobacteraceae	Helicobacter	Helicobacter cinaedi
Escherichia fergusonii ATCC 35469	585054	PRJNA33369	33369	Proteobacteria	Gammaproteobacteria	4.64386	49.8834	NC_011740.1	CU928158.2	NC_011743.1	CU928144.1	-	2	4543	4314	2008/12/16	2013/06/10	Complete	Genoscope	-	GCA_000026225.1	REPR	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Escherichia	Escherichia fergusonii
Aggregatibacter aphrophilus NJ8700	634176	PRJNA36579	36579	Proteobacteria	Gammaproteobacteria	2.31304	42.2	NC_012913.1	CP001607.1	-	-	-	1	2336	2219	2009/07/02	2014/01/30	Complete	American Museum of Natural History	SAMN02602980	GCA_000022985.1	REPR	Bacteria	Proteobacteria	Gammaproteobacteria	Pasteurellales	Pasteurellaceae	Aggregatibacter	Aggregatibacter aphrophilus
Xylanimonas cellulosilytica DSM 15894	446471	PRJNA19715	19715	Actinobacteria	Actinobacteria	3.83138	72.4653	NC_013530.1	CP001821.1	NC_013531.1	CP001822.1	-	2	3547	3443	2009/11/20	2013/12/11	Complete	US DOE Joint Genome Institute (JGI-PGF)	SAMN00002456	GCA_000024965.1	REPR	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Promicromonosporaceae	Xylanimonas	Xylanimonas cellulosilytica
Mycoplasma wenyonii str. Massachusetts	1197325	PRJNA168067	168067	Tenericutes	Mollicutes	0.650228	33.9	NC_018149.1	CP003703.1	-	-	-	1	687	652	2012/07/16	2013/06/11	Complete	Purdue University	SAMN02603734	GCA_000277795.1	REPR	Bacteria	Tenericutes	Mollicutes	Mycoplasmatales	Mycoplasmataceae	Mycoplasma	Mycoplasma wenyonii
Spirochaeta smaragdinae DSM 11293	573413	PRJNA32637	32637	Spirochaetes	Spirochaetia	4.65397	49	NC_014364.1	CP002116.1	-	-	-	1	4361	4219	2010/07/29	2014/01/06	Complete	US DOE Joint Genome Institute (JGI-PGF)	SAMN00017394	GCA_000143985.1	REPR	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Spirochaetaceae	Spirochaeta	Spirochaeta smaragdinae
Candidatus Blochmannia vafer str. BVAF	859654	PRJNA50045	50045	Proteobacteria	Gammaproteobacteria	0.722585	27.5	NC_014909.2	CP002189.2	-	-	-	1	631	587	2011/01/13	2013/06/11	Complete	Josephine Bay Paul Center for Comparative Molecular Biology and Evolution, Marine Biological Laboratory	SAMN02603466	GCA_000185985.2	REPR	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Candidatus Blochmannia	Candidatus Blochmannia vafer
Mycoplasma gallisepticum NC95_13295-2-2P	1159198	PRJNA86095	86095	Tenericutes	Mollicutes	0.953989	31.6	NC_018407.1	CP003507.1	-	-	-	1	792	754	2012/08/10	2013/06/11	Complete	University of Connecticut	SAMN02604157	GCA_000286695.1	-	Bacteria	Tenericutes	Mollicutes	Mycoplasmatales	Mycoplasmataceae	Mycoplasma	Mycoplasma gallisepticum
