genome	scaffold	read	read_GC	read_buoyant_density	read_start	read_length	fragment_GC	fragment_buoyant_density	fragment_start	fragment_length
Escherichia coli 536, complete genome.	CP000247	CP000247__497/1	50	1.709	3265647	250	50.3911726133948	1.70938334916113	3249882	44226
Escherichia coli 536, complete genome.	CP000247	CP000247__534/1	52	1.71096	2267648	250	52.2838547886315	1.71123817769286	2240390	33496
Escherichia coli 536, complete genome.	CP000247	CP000247__551/2	44	1.70312	2127644	250	46.3700176713136	1.70544261731789	2111724	40744
Escherichia coli 536, complete genome.	CP000247	CP000247__568/2	46	1.70508	3146887	250	46.1466581419368	1.7052237249791	3128567	40666
Escherichia coli 536, complete genome.	CP000247	CP000247__589/1	58.8	1.717624	4921081	250	51.7749406846684	1.71073944187098	4911268	44255
Escherichia coli 536, complete genome.	CP000247	CP000247__619/1	53.6	1.712528	4198840	250	51.2975033821178	1.71027155331448	4160641	40655
Escherichia coli 536, complete genome.	CP000247	CP000247__646/1	52	1.71096	3058239	250	51.9548525381881	1.71091575548742	3053784	36857
Escherichia coli 536, complete genome.	CP000247	CP000247__667/2	56	1.71488	3047965	250	51.7728039174924	1.71073734783914	3036936	43293
Escherichia coli 536, complete genome.	CP000247	CP000247__703/1	42.4	1.701552	2975622	250	51.449617527623	1.71042062517707	2936735	42356
Escherichia coli 536, complete genome.	CP000247	CP000247__713/2	53.6	1.712528	3456232	250	51.5424528301887	1.71051160377359	3429264	42400
Escherichia coli 536, complete genome.	CP000247	CP000247__76/2	32	1.69136	1322194	250	49.5866994497132	1.70859496546072	1300770	42705
Escherichia coli 536, complete genome.	CP000247	CP000247__784/2	57.6	1.716448	4551129	250	52.8439972017435	1.71178711725771	4534021	37166
Escherichia coli 536, complete genome.	CP000247	CP000247__822/1	40.4	1.699592	1142313	250	51.5459924690694	1.71051507261969	1099526	46475
Escherichia coli 536, complete genome.	CP000247	CP000247__857/1	54.8	1.713704	1370358	250	48.9622114668652	1.70798296723753	1329741	42976
Escherichia coli 536, complete genome.	CP000247	CP000247__902/2	45.2	1.704296	3299226	250	51.5289047815523	1.71049832668592	3292789	43626
Escherichia coli 536, complete genome.	CP000247	CP000247__930/1	57.2	1.716056	3751807	250	52.3532172136804	1.71130615286941	3724343	36227
Escherichia coli 536, complete genome.	CP000247	CP000247__97/1	56.8	1.715664	4397345	250	53.4293103985541	1.71236072419058	4388560	32091
Escherichia coli 536, complete genome.	CP000247	CP000247__985/1	53.2	1.712136	2775701	250	52.0978036418247	1.71105584756899	2774156	42616
Escherichia coli 536, complete genome.	CP000247	CP000247__126/1	54.4	1.713312	1711352	250	49.7286097159974	1.70873403752168	1674943	44401
Escherichia coli 536, complete genome.	CP000247	CP000247__129/2	55.6	1.714488	3055966	250	50.8447512104667	1.70982785618626	3022264	38828
Escherichia coli 536, complete genome.	CP000247	CP000247__153/1	46	1.70508	1863572	250	51.0470691848517	1.71002612780115	1836246	40876
Escherichia coli 536, complete genome.	CP000247	CP000247__165/2	54	1.71292	972152	250	50.6781107738999	1.70966454855842	955424	42176
Escherichia coli 536, complete genome.	CP000247	CP000247__184/1	53.6	1.712528	2530557	250	47.9912033862234	1.7070313793185	2504863	42289
Escherichia coli 536, complete genome.	CP000247	CP000247__207/1	61.6	1.720368	1749951	250	49.7902066181307	1.70879440248577	1728641	44091
Escherichia coli 536, complete genome.	CP000247	CP000247__208/2	46	1.70508	535528	250	51.1656347932431	1.71014232209738	520268	39249
Escherichia coli 536, complete genome.	CP000247	CP000247__231/2	52.8	1.711744	4471554	250	52.0218615879828	1.71098142435622	4461243	29824
Escherichia coli 536, complete genome.	CP000247	CP000247__244/2	53.2	1.712136	1606424	250	49.176678952659	1.70819314537361	1565876	41782
Escherichia coli 536, complete genome.	CP000247	CP000247__316/2	56.4	1.715272	1767182	250	47.6022778360557	1.70665023227933	1756661	26692
Escherichia coli 536, complete genome.	CP000247	CP000247__319/1	45.6	1.704688	1243429	250	48.1214953271028	1.70715906542056	1220362	42800
Escherichia coli 536, complete genome.	CP000247	CP000247__33/2	44.4	1.703512	3248012	250	51.4516031274623	1.71042257106491	3226292	32998
Escherichia coli 536, complete genome.	CP000247	CP000247__342/1	56	1.71488	2937758	250	51.7691571104935	1.71073377396828	2919448	42817
Escherichia coli 536, complete genome.	CP000247	CP000247__433/2	57.2	1.716056	4257535	250	49.8641429492493	1.70886686009026	4243214	43428
Escherichia coli 536, complete genome.	CP000247	CP000247__445/1	59.2	1.718016	3246893	250	50.7863356184112	1.70977060890604	3241192	34718
Escherichia coli 536, complete genome.	CP000247	CP000247__45/1	48.8	1.707824	653928	250	52.6052707335584	1.71155316531889	623280	38211
Escherichia coli 536, complete genome.	CP000247	CP000247__486/2	35.2	1.694496	2506831	250	47.9913882842813	1.7070315605186	2503540	42268
Escherichia coli 536, complete genome.	CP000247	CP000247__489/1	51.6	1.710568	1837952	250	49.8912657553701	1.70889344044026	1812913	45064
Escherichia coli 536, complete genome.	CP000247	CP000247__5/1	50.4	1.709392	2126118	250	46.8402582442605	1.70590345307938	2111996	37329
Escherichia coli 536, complete genome.	CP000247	CP000247__507/2	44	1.70312	1148325	250	51.3042622305345	1.71027817698592	1135143	30477
Escherichia coli 536, complete genome.	CP000247	CP000247__508/1	60.4	1.719192	759607	250	51.8593414078631	1.71082215457971	729357	46979
Escherichia coli 536, complete genome.	CP000247	CP000247__544/1	52.8	1.711744	1832347	250	50.1276104662776	1.70912505825695	1802897	45059
Escherichia coli 536, complete genome.	CP000247	CP000247__593/1	48.8	1.707824	367278	250	48.0908943202655	1.70712907643386	349428	43083
Escherichia coli 536, complete genome.	CP000247	CP000247__603/1	52.8	1.711744	3490129	250	50.4174106065724	1.70940906239444	3477457	41446
Escherichia coli 536, complete genome.	CP000247	CP000247__635/2	39.6	1.698808	1706933	250	49.7999733297773	1.70880397386318	1700407	44994
Escherichia coli 536, complete genome.	CP000247	CP000247__676/1	34.8	1.694104	4845669	250	46.9588742020456	1.706019696718	4823724	42139
Escherichia coli 536, complete genome.	CP000247	CP000247__679/2	63.2	1.721936	2969705	250	50.8018313277126	1.70978579470116	2955851	39971
Escherichia coli 536, complete genome.	CP000247	CP000247__697/2	49.6	1.708608	897280	250	50.2020416843896	1.7091980008507	862902	37616
Escherichia coli 536, complete genome.	CP000247	CP000247__698/1	50	1.709	3086267	250	51.3995879613042	1.71037159620208	3066951	44656
Escherichia coli 536, complete genome.	CP000247	CP000247__751/1	39.2	1.698416	2083329	250	49.8701421353355	1.70887273929263	2041844	42354
Escherichia coli 536, complete genome.	CP000247	CP000247__812/1	48	1.70704	159904	250	51.0559501207135	1.7100348311183	136566	42663
Escherichia coli 536, complete genome.	CP000247	CP000247__846/2	53.2	1.712136	1828093	250	49.8933901918977	1.70889552238806	1792711	41741
Escherichia coli 536, complete genome.	CP000247	CP000247__849/1	49.2	1.708216	1458219	250	49.2726013162452	1.70828714928992	1428615	40418
Escherichia coli 536, complete genome.	CP000247	CP000247__86/2	53.2	1.712136	1305973	250	49.7328967775289	1.70873823884198	1290289	40621
Escherichia coli 536, complete genome.	CP000247	CP000247__885/1	54.8	1.713704	4933798	250	51.3303262077532	1.7103037196836	4922824	30594
Escherichia coli 536, complete genome.	CP000247	CP000247__89/1	52	1.71096	708413	250	51.1530697066857	1.71013000831255	679859	42105
Escherichia coli 536, complete genome.	CP000247	CP000247__972/2	57.6	1.716448	2051256	250	54.8821267346597	1.71378448419997	2020197	35886
Escherichia coli 536, complete genome.	CP000247	CP000247__990/2	49.6	1.708608	965822	250	50.9993894831842	1.70997940169352	929392	37673
Escherichia coli 536, complete genome.	CP000247	CP000247__107/1	56	1.71488	3798304	250	52.5404056524388	1.71148959753939	3792701	34463
Escherichia coli 536, complete genome.	CP000247	CP000247__166/2	49.2	1.708216	1715389	250	50.2636119631902	1.70925833972393	1674517	41728
Escherichia coli 536, complete genome.	CP000247	CP000247__188/2	53.6	1.712528	1303539	250	50.6295183169523	1.70961692795061	1280003	36933
Escherichia coli 536, complete genome.	CP000247	CP000247__232/2	50	1.709	2318185	250	50.2896484113899	1.70928385544316	2275949	44882
Escherichia coli 536, complete genome.	CP000247	CP000247__247/2	56.8	1.715664	3643841	250	52.1936181471001	1.71114974578416	3601178	43467
Escherichia coli 536, complete genome.	CP000247	CP000247__266/1	55.2	1.714096	697231	250	50.8468346198434	1.70982989792745	681184	35367
Escherichia coli 536, complete genome.	CP000247	CP000247__284/1	45.6	1.704688	3845776	250	50.3422019761889	1.70933535793667	3812434	45441
Escherichia coli 536, complete genome.	CP000247	CP000247__30/2	47.2	1.706256	2306723	250	50.6673511293634	1.70965400410678	2283079	40908
Escherichia coli 536, complete genome.	CP000247	CP000247__315/2	53.2	1.712136	2711617	250	51.924750447914	1.71088625543896	2688773	39070
Escherichia coli 536, complete genome.	CP000247	CP000247__363/1	51.2	1.710176	1329925	250	49.1095128978832	1.70812732263993	1324821	44077
Escherichia coli 536, complete genome.	CP000247	CP000247__430/2	55.6	1.714488	4862141	250	48.3530288512722	1.70738596827425	4842529	46965
Escherichia coli 536, complete genome.	CP000247	CP000247__449/2	38.4	1.697632	4756179	250	47.2412993039443	1.70629647331787	4721077	43100
Escherichia coli 536, complete genome.	CP000247	CP000247__451/1	47.6	1.706648	4712228	250	51.0562643798369	1.71003513909224	4691659	38248
Escherichia coli 536, complete genome.	CP000247	CP000247__468/1	51.6	1.710568	1378639	250	50.2930382866846	1.70928717752095	1354104	36514
Escherichia coli 536, complete genome.	CP000247	CP000247__485/2	56	1.71488	34413	250	50.6654686359297	1.70965215926321	10588	35614
Escherichia coli 536, complete genome.	CP000247	CP000247__49/2	45.6	1.704688	3839361	250	50.662187059716	1.70964894331852	3838906	46135
Escherichia coli 536, complete genome.	CP000247	CP000247__504/2	53.6	1.712528	3499852	250	50.4637436762226	1.7094544688027	3474827	42696
Escherichia coli 536, complete genome.	CP000247	CP000247__51/1	45.6	1.704688	4927820	250	52.28297632469	1.7112373167982	4911663	35480
Escherichia coli 536, complete genome.	CP000247	CP000247__529/1	51.6	1.710568	1494580	250	49.2850204441232	1.70829932003524	1464563	44267
Escherichia coli 536, complete genome.	CP000247	CP000247__548/2	57.2	1.716056	4927070	250	51.9023639669884	1.71086431668765	4908908	42894
Escherichia coli 536, complete genome.	CP000247	CP000247__572/1	46.4	1.705472	3188013	250	46.5736604780151	1.70564218726845	3160318	47237
Escherichia coli 536, complete genome.	CP000247	CP000247__636/2	47.2	1.706256	4507012	250	51.6281794658985	1.71059561587658	4480636	40966
Escherichia coli 536, complete genome.	CP000247	CP000247__657/1	50.8	1.709784	920484	250	51.6444973860102	1.71061160743829	900848	45333
Escherichia coli 536, complete genome.	CP000247	CP000247__68/1	41.2	1.700376	2139565	250	46.2959015082876	1.70536998347812	2119766	37526
Escherichia coli 536, complete genome.	CP000247	CP000247__694/2	54	1.71292	2092885	250	48.1251257742101	1.70716262325873	2066098	44723
Escherichia coli 536, complete genome.	CP000247	CP000247__774/1	54	1.71292	504437	250	52.1749154626499	1.7111314171534	482426	39036
Escherichia coli 536, complete genome.	CP000247	CP000247__796/1	45.6	1.704688	3259741	250	50.3392477660855	1.70933246281076	3252515	39057
Escherichia coli 536, complete genome.	CP000247	CP000247__833/1	54.8	1.713704	3491603	250	50.0829901026618	1.70908133030061	3483807	32534
Escherichia coli 536, complete genome.	CP000247	CP000247__845/2	52.4	1.711352	4211810	250	51.3535953853213	1.71032652347762	4196015	45767
Escherichia coli 536, complete genome.	CP000247	CP000247__85/2	59.2	1.718016	2969318	250	51.9575246249117	1.71091837413241	2943806	48122
Escherichia coli 536, complete genome.	CP000247	CP000247__889/2	56	1.71488	4723580	250	51.7242105263158	1.71068972631579	4681211	47500
Escherichia coli 536, complete genome.	CP000247	CP000247__891/1	46.8	1.705864	1649362	250	50.4531587503062	1.7094440955753	1621249	44907
Escherichia coli 536, complete genome.	CP000247	CP000247__9/2	52.8	1.711744	4265126	250	50.5908460471567	1.70957902912621	4233835	36050
Escherichia coli 536, complete genome.	CP000247	CP000247__925/1	34	1.69332	3952231	250	48.0364782706598	1.70707574870525	3926515	44410
Escherichia coli 536, complete genome.	CP000247	CP000247__950/1	39.2	1.698416	623040	250	51.6883339769168	1.71065456729738	601072	46614
Escherichia coli 536, complete genome.	CP000247	CP000247__971/2	50.4	1.709392	963582	250	50.8060168212206	1.7097898964848	954215	37096
Escherichia coli 536, complete genome.	CP000247	CP000247__993/2	50.4	1.709392	4276945	250	49.9965199638076	1.70899658956453	4244049	43103
Escherichia coli 536, complete genome.	CP000247	CP000247__109/2	44	1.70312	3797665	250	52.5377853361757	1.71148702962945	3791044	41749
Escherichia coli 536, complete genome.	CP000247	CP000247__13/2	46	1.70508	974815	250	50.8994683880767	1.70988147902032	953158	42136
Escherichia coli 536, complete genome.	CP000247	CP000247__133/1	52.4	1.711352	491209	250	51.4847733223095	1.71045507785586	462815	29028
Escherichia coli 536, complete genome.	CP000247	CP000247__170/2	44.8	1.703904	1771824	250	49.0870032223416	1.70810526315789	1743696	36309
Escherichia coli 536, complete genome.	CP000247	CP000247__195/1	50.8	1.709784	4175660	250	51.5858291368495	1.71055411255411	4157886	33957
Escherichia coli 536, complete genome.	CP000247	CP000247__268/2	52.4	1.711352	2629481	250	51.7706763584789	1.71073526283131	2625264	45124
Escherichia coli 536, complete genome.	CP000247	CP000247__270/1	46.8	1.705864	4302372	250	50.7818964968491	1.70976625856691	4273985	47129
Escherichia coli 536, complete genome.	CP000247	CP000247__321/2	54.8	1.713704	1461913	250	50.1756915037391	1.70917217767366	1456919	44396
Escherichia coli 536, complete genome.	CP000247	CP000247__383/2	53.2	1.712136	679971	250	51.6304208611901	1.71059781244397	655854	39039
Escherichia coli 536, complete genome.	CP000247	CP000247__413/2	34	1.69332	369411	250	46.5722942903134	1.70564084840451	339328	42244
Escherichia coli 536, complete genome.	CP000247	CP000247__466/2	48	1.70704	1643869	250	50.5040857476388	1.70949400403269	1606556	37692
Escherichia coli 536, complete genome.	CP000247	CP000247__472/1	55.2	1.714096	2108847	250	50.9156311314585	1.70989731850883	2084598	36696
Escherichia coli 536, complete genome.	CP000247	CP000247__519/1	51.6	1.710568	2401346	250	52.0986236092497	1.71105665113706	2396977	47007
Escherichia coli 536, complete genome.	CP000247	CP000247__527/2	45.6	1.704688	2553303	250	52.4967989756722	1.71144686299616	2537305	45298
Escherichia coli 536, complete genome.	CP000247	CP000247__555/1	52.4	1.711352	1902591	250	50.1858736059479	1.70918215613383	1897957	37122
Escherichia coli 536, complete genome.	CP000247	CP000247__620/2	49.2	1.708216	2624493	250	51.2193387842161	1.71019495200853	2599127	42195
Escherichia coli 536, complete genome.	CP000247	CP000247__659/2	47.2	1.706256	2892087	250	49.8430415068015	1.70884618067667	2874252	37271
Escherichia coli 536, complete genome.	CP000247	CP000247__66/2	46.8	1.705864	4537305	250	52.7248085976509	1.7116703124257	4535234	42058
Escherichia coli 536, complete genome.	CP000247	CP000247__663/1	42.8	1.701944	4493024	250	50.9973980919341	1.7099774501301	4465619	41508
Escherichia coli 536, complete genome.	CP000247	CP000247__689/1	40	1.6992	3962407	250	45.1151547706976	1.70421285167528	3938407	44679
Escherichia coli 536, complete genome.	CP000247	CP000247__717/1	58.8	1.717624	2676319	250	52.8028984680341	1.71174684049867	2647432	35053
Escherichia coli 536, complete genome.	CP000247	CP000247__72/1	50	1.709	1800544	250	49.5369834471582	1.70854624377822	1794062	34556
Escherichia coli 536, complete genome.	CP000247	CP000247__725/2	51.2	1.710176	1078714	250	47.7280721389058	1.70677351069613	1075949	31273
Escherichia coli 536, complete genome.	CP000247	CP000247__780/1	50	1.709	4567788	250	51.8526003772568	1.71081554836971	4542258	44532
Escherichia coli 536, complete genome.	CP000247	CP000247__798/2	54.8	1.713704	3065505	250	51.6032828056328	1.71057121714952	3054816	44596
Escherichia coli 536, complete genome.	CP000247	CP000247__871/2	60	1.7188	534271	250	51.1449133137063	1.71012201504743	506199	42798
Escherichia coli 536, complete genome.	CP000247	CP000247__906/1	56.4	1.715272	3734499	250	53.1569185111908	1.71209378014097	3712897	40435
Escherichia coli 536, complete genome.	CP000247	CP000247__912/2	56.4	1.715272	3661340	250	49.6145205759216	1.7086222301644	3659827	39172
Escherichia coli 536, complete genome.	CP000247	CP000247__109/1	42	1.70116	3797713	250	51.8274492971349	1.71079090031119	3779921	46595
Escherichia coli 536, complete genome.	CP000247	CP000247__13/1	46.4	1.705472	974775	250	51.1420009569137	1.71011916093778	965438	39711
Escherichia coli 536, complete genome.	CP000247	CP000247__133/2	53.6	1.712528	491283	250	50.7337227525289	1.70971904829748	451607	42114
Escherichia coli 536, complete genome.	CP000247	CP000247__170/1	40	1.6992	1771553	250	48.6870347536192	1.70771329405855	1764560	43794
Escherichia coli 536, complete genome.	CP000247	CP000247__195/2	56.4	1.715272	4175875	250	52.8864609478813	1.71182873172892	4152204	33865
Escherichia coli 536, complete genome.	CP000247	CP000247__268/1	49.6	1.708608	2629555	250	51.10440740362	1.71008231925555	2597555	39116
Escherichia coli 536, complete genome.	CP000247	CP000247__270/2	54.8	1.713704	4302565	250	50.7966151152612	1.70978068281296	4281091	34270
Escherichia coli 536, complete genome.	CP000247	CP000247__321/1	54.4	1.713312	1462124	250	49.8768768114363	1.70887933927521	1447830	45889
Escherichia coli 536, complete genome.	CP000247	CP000247__383/1	53.2	1.712136	679970	250	50.0136861313869	1.70901341240876	670412	43840
Escherichia coli 536, complete genome.	CP000247	CP000247__413/1	31.2	1.690576	369464	250	47.2701761419158	1.70632477261908	346562	39911
Escherichia coli 536, complete genome.	CP000247	CP000247__466/1	53.2	1.712136	1643664	250	50.463035983867	1.70945377526419	1624880	44381
Escherichia coli 536, complete genome.	CP000247	CP000247__472/2	46.4	1.705472	2108583	250	47.9743363032488	1.70701484957718	2065456	44109
Escherichia coli 536, complete genome.	CP000247	CP000247__519/2	53.6	1.712528	2401429	250	51.3991493172151	1.71037116633087	2367399	35736
Escherichia coli 536, complete genome.	CP000247	CP000247__527/1	43.6	1.702728	2553246	250	53.6953976004773	1.71262148964847	2550043	45259
Escherichia coli 536, complete genome.	CP000247	CP000247__555/2	54.4	1.713312	1902613	250	49.3776067768114	1.70839005464128	1881795	30929
Escherichia coli 536, complete genome.	CP000247	CP000247__620/1	46	1.70508	2624758	250	51.5952455426963	1.71056334063184	2588863	38364
Escherichia coli 536, complete genome.	CP000247	CP000247__659/1	48.8	1.707824	2892222	250	49.9550694497933	1.7089559680608	2875329	38949
Escherichia coli 536, complete genome.	CP000247	CP000247__66/1	46.8	1.705864	4537341	250	52.815578465063	1.71175926689576	4533374	43650
Escherichia coli 536, complete genome.	CP000247	CP000247__663/2	35.2	1.694496	4493193	250	51.3657096860746	1.71033839549235	4486948	37270
Escherichia coli 536, complete genome.	CP000247	CP000247__689/2	40.8	1.699984	3962450	250	46.6501240694789	1.70571712158809	3930952	42718
Escherichia coli 536, complete genome.	CP000247	CP000247__717/2	58.8	1.717624	2676654	250	52.1761842573905	1.71113266057224	2675369	42115
Escherichia coli 536, complete genome.	CP000247	CP000247__72/2	52.4	1.711352	1800364	250	49.2212551534585	1.70823683005039	1787509	30562
Escherichia coli 536, complete genome.	CP000247	CP000247__725/1	51.6	1.710568	1078576	250	48.2311782815561	1.70726655471593	1071584	35730
Escherichia coli 536, complete genome.	CP000247	CP000247__780/2	38.8	1.698024	4567610	250	52.8875246656435	1.71182977417233	4532185	45610
Escherichia coli 536, complete genome.	CP000247	CP000247__798/1	56	1.71488	3065495	250	51.4724593425405	1.71044301015569	3044981	43227
Escherichia coli 536, complete genome.	CP000247	CP000247__871/1	44.8	1.703904	534534	250	51.6905444126075	1.71065673352436	528040	40135
Escherichia coli 536, complete genome.	CP000247	CP000247__906/2	54	1.71292	3734379	250	53.4057587847907	1.71233764360909	3706147	41606
Escherichia coli 536, complete genome.	CP000247	CP000247__912/1	54.8	1.713704	3661191	250	50.0866250866251	1.70908489258489	3633861	46176
Escherichia coli 536, complete genome.	CP000247	CP000247__107/2	56	1.71488	3798409	250	52.4635552039779	1.7114142840999	3793090	35396
Escherichia coli 536, complete genome.	CP000247	CP000247__166/1	46	1.70508	1715584	250	49.3587282082789	1.70837155364411	1696331	39063
Escherichia coli 536, complete genome.	CP000247	CP000247__188/1	57.2	1.716056	1303481	250	51.2307344178211	1.71020611972946	1265947	39773
Escherichia coli 536, complete genome.	CP000247	CP000247__232/1	48	1.70704	2318370	250	51.978684371451	1.71093911068402	2299130	45788
Escherichia coli 536, complete genome.	CP000247	CP000247__247/1	55.2	1.714096	3644087	250	52.4184800655259	1.71137011046422	3626840	45173
Escherichia coli 536, complete genome.	CP000247	CP000247__266/2	53.2	1.712136	697545	250	50.8186939087264	1.70980232003055	676898	41896
Escherichia coli 536, complete genome.	CP000247	CP000247__284/2	50	1.709	3845930	250	50.7881333429889	1.70977237067613	3830492	41427
Escherichia coli 536, complete genome.	CP000247	CP000247__30/1	50.8	1.709784	2306480	250	50.6749142870843	1.70966141600134	2285023	41709
Escherichia coli 536, complete genome.	CP000247	CP000247__315/1	54	1.71292	2711567	250	51.5453183330371	1.71051441196638	2696460	39377
Escherichia coli 536, complete genome.	CP000247	CP000247__363/2	56.8	1.715664	1329664	250	49.4994216425352	1.70850943320968	1323566	25071
Escherichia coli 536, complete genome.	CP000247	CP000247__430/1	59.6	1.718408	4861921	250	47.2990777338603	1.70635309617918	4835390	37950
Escherichia coli 536, complete genome.	CP000247	CP000247__449/1	39.6	1.698808	4756104	250	45.0088474696237	1.70410867052023	4730732	42385
Escherichia coli 536, complete genome.	CP000247	CP000247__451/2	49.2	1.708216	4712170	250	51.202055863775	1.7101780147465	4689527	41637
Escherichia coli 536, complete genome.	CP000247	CP000247__468/2	47.6	1.706648	1378592	250	49.9750337044989	1.70897553303041	1353801	40054
Escherichia coli 536, complete genome.	CP000247	CP000247__485/1	57.6	1.716448	34673	250	51.799546688585	1.71076355575481	17083	40149
Escherichia coli 536, complete genome.	CP000247	CP000247__49/1	46.4	1.705472	3839436	250	51.7303213786679	1.71069571495109	3799685	42940
Escherichia coli 536, complete genome.	CP000247	CP000247__504/1	50.8	1.709784	3499778	250	50.0324174472937	1.70903176909835	3481465	44729
Escherichia coli 536, complete genome.	CP000247	CP000247__51/2	54	1.71292	4928089	250	52.116222101252	1.71107389765923	4906667	44088
Escherichia coli 536, complete genome.	CP000247	CP000247__529/2	54.4	1.713312	1494605	250	49.9565556421967	1.70895742452935	1453480	44885
Escherichia coli 536, complete genome.	CP000247	CP000247__548/1	60.8	1.719584	4927231	250	51.9646411982178	1.71092534837425	4908803	42196
Escherichia coli 536, complete genome.	CP000247	CP000247__572/2	42.8	1.701944	3187756	250	46.2376764579162	1.70531292292876	3173667	39457
Escherichia coli 536, complete genome.	CP000247	CP000247__636/1	50.8	1.709784	4507314	250	51.5334321919655	1.71050276354813	4490809	29672
Escherichia coli 536, complete genome.	CP000247	CP000247__657/2	56.4	1.715272	920367	250	52.0325015046993	1.71099185147461	915613	43198
Escherichia coli 536, complete genome.	CP000247	CP000247__68/2	59.6	1.718408	2139841	250	47.2999586666343	1.7063539594933	2122024	41129
Escherichia coli 536, complete genome.	CP000247	CP000247__694/1	52.4	1.711352	2092821	250	47.5921169613751	1.70664027462215	2065098	40492
Escherichia coli 536, complete genome.	CP000247	CP000247__774/2	52.8	1.711744	504268	250	51.6756964088795	1.7106421824807	490267	41714
Escherichia coli 536, complete genome.	CP000247	CP000247__796/2	47.6	1.706648	3259471	250	50.5784017178877	1.70956683368353	3243292	43309
Escherichia coli 536, complete genome.	CP000247	CP000247__833/2	54.8	1.713704	3491603	250	52.2500163281301	1.71120501600157	3456612	45933
Escherichia coli 536, complete genome.	CP000247	CP000247__845/1	50.8	1.709784	4211725	250	51.1245938261576	1.71010210194963	4195557	39392
Escherichia coli 536, complete genome.	CP000247	CP000247__85/1	56.8	1.715664	2969135	250	52.8603258972913	1.71180311937935	2933793	37251
Escherichia coli 536, complete genome.	CP000247	CP000247__889/1	57.6	1.716448	4723613	250	48.4525080042689	1.70748345784418	4715348	36543
Escherichia coli 536, complete genome.	CP000247	CP000247__891/2	39.2	1.698416	1649172	250	49.8401144443977	1.70884331215551	1628532	47534
Escherichia coli 536, complete genome.	CP000247	CP000247__9/1	52	1.71096	4264996	250	50.3805368105941	1.70937292607438	4250655	39418
Escherichia coli 536, complete genome.	CP000247	CP000247__925/2	34.8	1.694104	3952343	250	47.2565506850988	1.7063114196714	3929007	49117
Escherichia coli 536, complete genome.	CP000247	CP000247__950/2	36.4	1.695672	622971	250	51.8349228673142	1.71079822440997	603863	45506
Escherichia coli 536, complete genome.	CP000247	CP000247__971/1	48	1.70704	963680	250	50.7925652736731	1.7097767139682	929668	40943
Escherichia coli 536, complete genome.	CP000247	CP000247__993/1	47.6	1.706648	4277357	250	50.5888804119779	1.70957710280374	4270757	41944
Escherichia coli 536, complete genome.	CP000247	CP000247__104/2	49.2	1.708216	3497601	250	52.0288129193412	1.71098823666095	3469725	34429
Escherichia coli 536, complete genome.	CP000247	CP000247__118/1	46	1.70508	4407501	250	52.5433291207799	1.71149246253836	4376945	44312
Escherichia coli 536, complete genome.	CP000247	CP000247__147/1	56	1.71488	4624812	250	52.1533101045296	1.71111024390244	4612845	43050
Escherichia coli 536, complete genome.	CP000247	CP000247__213/1	35.2	1.694496	1534733	250	47.9639769852962	1.70700469744559	1512174	35977
Escherichia coli 536, complete genome.	CP000247	CP000247__265/2	57.2	1.716056	124262	250	49.4559883944191	1.70846686862653	120978	46874
Escherichia coli 536, complete genome.	CP000247	CP000247__287/2	61.2	1.719976	2681393	250	52.1729765950318	1.71112951706313	2675957	41786
Escherichia coli 536, complete genome.	CP000247	CP000247__309/1	54	1.71292	129499	250	49.8961531515261	1.7088982300885	115899	44296
Escherichia coli 536, complete genome.	CP000247	CP000247__330/1	55.2	1.714096	3712427	250	51.5375014183592	1.71050675138999	3691313	44065
Escherichia coli 536, complete genome.	CP000247	CP000247__360/2	40.8	1.699984	1774249	250	48.4619766448305	1.70749273711193	1767097	42132
Escherichia coli 536, complete genome.	CP000247	CP000247__396/1	40	1.6992	4769508	250	44.0973077009153	1.7032153615469	4742699	44683
Escherichia coli 536, complete genome.	CP000247	CP000247__406/1	52.4	1.711352	4112217	250	51.7827567169672	1.71074710158263	4100946	43472
Escherichia coli 536, complete genome.	CP000247	CP000247__452/2	48	1.70704	4449135	250	51.8041299069689	1.71076804730883	4433575	41599
Escherichia coli 536, complete genome.	CP000247	CP000247__499/1	55.6	1.714488	322638	250	47.6159855196723	1.70666366580928	297304	41988
Escherichia coli 536, complete genome.	CP000247	CP000247__52/2	43.2	1.702336	2279424	250	50.281470065712	1.7092758406644	2270747	46719
Escherichia coli 536, complete genome.	CP000247	CP000247__571/2	46	1.70508	3513436	250	50.1046947322019	1.70910260083756	3488939	36296
Escherichia coli 536, complete genome.	CP000247	CP000247__587/1	58	1.71684	482598	250	50.9565077406026	1.70993737758579	454800	37271
Escherichia coli 536, complete genome.	CP000247	CP000247__617/1	46.8	1.705864	3079744	250	51.5523837551501	1.71052133608005	3041003	40776
Escherichia coli 536, complete genome.	CP000247	CP000247__648/1	45.2	1.704296	1032289	250	51.6458992002976	1.71061298121629	999154	43016
Escherichia coli 536, complete genome.	CP000247	CP000247__654/2	53.6	1.712528	3899664	250	48.5667639108209	1.7075954286326	3874960	37363
Escherichia coli 536, complete genome.	CP000247	CP000247__728/2	55.6	1.714488	1209768	250	51.0340851769114	1.71001340347337	1182570	41631
Escherichia coli 536, complete genome.	CP000247	CP000247__734/1	51.6	1.710568	3716855	250	51.3065288050572	1.71028039822896	3681599	39073
